time_s,roll_deg,pitch_deg,yaw_deg,temp_c,bias_roll,bias_pitch,accel_norm_g,K_roll_angle,K_roll_bias,K_pitch_angle,K_pitch_bias,P_roll_00,P_roll_11,P_pitch_00,P_pitch_11,gyro_pitch_dps,pitch_centered_deg,R_dynamic,gyro_pitch_filt,phase_var
0.0,-0.202,-5.7095,0.0034,30.48,0.0,0.0,1.0092,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,-2.1225,3.7299,0.0,0.0
0.0101,-0.1879,-5.6763,0.0064,30.48,-0.000137,-0.000499,1.0102,0.197494,-0.001977,0.197516,-0.003033,0.802617,0.999981,0.802704,0.999954,3.3008,-2.0893,4.064,0.0535,0.0009
0.0201,-0.1578,-5.6315,0.0086,30.48,-0.000807,-0.001424,1.0094,0.174627,-0.003935,0.174621,-0.003722,0.662707,0.99991,0.662683,0.99989,4.4567,-2.0445,3.795,0.1356,0.0024
0.0302,-0.1115,-5.5912,0.0097,30.49,-0.00252,-0.002695,1.0089,0.155335,-0.005851,0.155327,-0.005661,0.560137,0.999764,0.560108,0.999754,4.0029,-2.0042,3.606,0.2169,0.004
0.0402,-0.0596,-5.561,0.0108,30.49,-0.005298,-0.003935,1.0072,0.156742,-0.008711,0.156732,-0.008518,0.472815,0.999493,0.472785,0.999495,3.0024,-1.974,3.0165,0.2817,0.0052
0.0503,-0.0129,-5.5383,0.0131,30.48,-0.008695,-0.005061,1.0063,0.150319,-0.011533,0.150308,-0.011348,0.40231,0.999074,0.402279,0.99909,2.2642,-1.9513,2.6764,0.3322,0.0062
0.0603,0.0269,-5.5174,0.0184,30.48,-0.012454,-0.006475,1.003,0.211861,-0.021504,0.211844,-0.021244,0.317675,0.998195,0.31765,0.998231,2.077,-1.9304,1.4995,0.3802,0.0072
0.0704,0.0351,-5.5093,0.0242,30.49,-0.013135,-0.006871,1.0036,0.155176,-0.020606,0.155163,-0.020417,0.269046,0.997324,0.269022,0.997376,0.8086,-1.9223,1.7338,0.393,0.0075
0.0805,0.0266,-5.5121,0.0315,30.49,-0.01123,-0.005857,1.005,0.107733,-0.018263,0.107722,-0.018132,0.240826,0.996489,0.240802,0.996553,-0.2882,-1.9251,2.2354,0.372,0.008
0.0905,0.0174,-5.5167,0.0402,30.48,-0.008898,-0.004614,1.0073,0.07363,-0.015485,0.073622,-0.015397,0.223984,0.995702,0.223958,0.995775,-0.4485,-1.9297,3.042,0.3451,0.0085
0.1006,0.0127,-5.5207,0.0516,30.49,-0.007506,-0.003427,1.0087,0.060019,-0.015233,0.060012,-0.015164,0.211562,0.994832,0.211536,0.994913,-0.4027,-1.9337,3.5249,0.3193,0.009
0.1106,0.0132,-5.5214,0.0672,30.48,-0.007576,-0.002751,1.0095,0.052877,-0.015829,0.05287,-0.015766,0.201529,0.993824,0.2015,0.993913,-0.0707,-1.9344,3.8113,0.3053,0.0095
0.1207,0.0214,-5.5187,0.0867,30.49,-0.01015,-0.002736,1.0083,0.056088,-0.019441,0.056079,-0.019375,0.191502,0.992457,0.191472,0.992556,0.2721,-1.9317,3.4143,0.3041,0.01
0.1308,0.0334,-5.5158,0.1085,30.48,-0.013913,-0.002398,1.0072,0.060344,-0.023882,0.060334,-0.023815,0.181334,0.990634,0.181304,0.990742,0.2835,-1.9288,3.005,0.3034,0.0105
0.1408,0.0401,-5.5134,0.1295,30.47,-0.015526,-0.001501,1.005,0.076097,-0.033998,0.076084,-0.033915,0.168995,0.987856,0.168966,0.987978,0.2435,-1.9264,2.2208,0.3011,0.011
0.1509,0.0344,-5.5079,0.1465,30.48,-0.010591,-0.001961,1.004,0.083701,-0.041903,0.083686,-0.04181,0.156368,0.984276,0.156339,0.984414,0.5492,-1.9209,1.8682,0.3114,0.0115
0.1609,0.0234,-5.5144,0.16,30.48,-0.001878,0.003292,1.0034,0.087211,-0.048648,0.087195,-0.048554,0.144294,0.979987,0.144267,0.980142,-0.6473,-1.9274,1.6545,0.2706,0.012
0.171,0.0132,-5.5217,0.1715,30.48,0.006971,0.008463,1.0048,0.064046,-0.039621,0.064033,-0.039555,0.136698,0.976407,0.136672,0.976574,-0.7293,-1.9347,2.1344,0.2268,0.0125
0.181,0.0076,-5.5264,0.183,30.47,0.012329,0.012455,1.0074,0.042999,-0.029296,0.042991,-0.029253,0.132579,0.973642,0.132553,0.973818,-0.4708,-1.9394,3.0833,0.1954,0.013
0.1911,0.009,-5.5261,0.1951,30.48,0.012292,0.014059,1.01,0.032509,-0.024194,0.032502,-0.024162,0.130159,0.971221,0.130133,0.971402,0.0314,-1.9391,4.0038,0.1876,0.0135
0.2012,0.0174,-5.5202,0.2094,30.47,0.006407,0.013336,1.0111,0.02914,-0.023497,0.029133,-0.02347,0.128392,0.968715,0.128365,0.968903,0.5932,-1.9332,4.4061,0.2062,0.014
0.2112,0.0329,-5.512,0.2244,30.48,-0.005828,0.012545,1.0095,0.033067,-0.028676,0.033059,-0.028647,0.126291,0.965467,0.126262,0.965662,0.8086,-1.925,3.8193,0.2345,0.0145
0.2213,0.0594,-5.5032,0.2391,30.47,-0.028279,0.012066,1.0063,0.045963,-0.042605,0.045952,-0.042564,0.122717,0.960388,0.122689,0.960592,0.8771,-1.9162,2.6699,0.2654,0.015
0.2313,0.0851,-5.5018,0.2506,30.47,-0.049334,0.018422,1.0048,0.055106,-0.054345,0.055094,-0.054301,0.118246,0.953681,0.118219,0.953896,0.1399,-1.9148,2.1458,0.2593,0.0155
0.2414,0.1092,-5.5106,0.2588,30.48,-0.069942,0.034262,1.0042,0.059012,-0.061688,0.058998,-0.061643,0.113601,0.945897,0.113576,0.946123,-0.8708,-1.9236,1.9251,0.2032,0.016
0.2514,0.1221,-5.52,0.2634,30.48,-0.079662,0.050357,1.0055,0.046111,-0.050933,0.0461,-0.050899,0.110769,0.939364,0.110744,0.939599,-0.9354,-1.933,2.4022,0.1458,0.0165
0.2615,0.1336,-5.5346,0.2653,30.49,-0.088974,0.072864,1.0044,0.053067,-0.061697,0.053055,-0.06166,0.107348,0.931233,0.107324,0.931478,-1.4581,-1.9476,2.0229,0.0637,0.017
0.2716,0.1392,-5.5456,0.2656,30.49,-0.091852,0.092794,1.0044,0.052227,-0.063711,0.052216,-0.063679,0.104248,0.922685,0.104226,0.922938,-1.0872,-1.9586,1.9961,0.0036,0.0175
0.2816,0.1431,-5.555,0.2654,30.49,-0.092486,0.113397,1.0033,0.062004,-0.079116,0.061991,-0.079082,0.100308,0.91189,0.100287,0.912153,-0.9363,-1.968,1.6178,-0.0466,0.9991
0.2917,0.1466,-5.5549,0.2641,30.48,-0.091045,0.124381,1.0052,0.042832,-0.05703,0.042823,-0.057007,0.0986,0.904068,0.098579,0.904337,0.011,-1.9679,2.302,-0.0451,0.9992
0.3017,0.1486,-5.5505,0.2626,30.48,-0.085961,0.132947,1.0062,0.036753,-0.050896,0.036745,-0.050879,0.097646,0.896923,0.097627,0.897197,0.4358,-1.9635,2.6569,-0.0212,0.9996
0.3118,0.1433,-5.5439,0.2585,30.49,-0.068222,0.140267,1.0051,0.04232,-0.060742,0.042312,-0.060725,0.096241,0.888162,0.096222,0.888441,0.6557,-1.9569,2.2741,0.0136,0.0003
0.3219,0.1282,-5.5339,0.2497,30.47,-0.034196,0.142741,1.0063,0.035459,-0.052596,0.035452,-0.052583,0.095631,0.880428,0.095613,0.880711,0.9899,-1.9469,2.697,0.065,0.0012
0.3319,0.0937,-5.5245,0.2376,30.46,0.02852,0.143927,1.0058,0.038069,-0.05818,0.038062,-0.058168,0.094859,0.87166,0.094842,0.871946,0.9398,-1.9375,2.4918,0.1117,0.0021
0.342,0.0541,-5.5166,0.2227,30.49,0.096837,0.144349,1.0068,0.033069,-0.051929,0.033063,-0.05192,0.094663,0.863677,0.094647,0.863966,0.7898,-1.9296,2.8626,0.1483,0.0028
0.352,0.0207,-5.5102,0.2058,30.48,0.152512,0.143628,1.0085,0.027519,-0.044281,0.027514,-0.044275,0.095088,0.856711,0.095071,0.857001,0.6316,-1.9232,3.4553,0.1747,0.0033
0.3621,-0.0022,-5.5037,0.1867,30.49,0.190356,0.140185,1.0109,0.022226,-0.036547,0.022222,-0.036543,0.096106,0.850804,0.09609,0.851096,0.6436,-1.9167,4.3241,0.2006,0.0038
0.3721,-0.0164,-5.4957,0.1645,30.49,0.212734,0.135345,1.013,0.019244,-0.032248,0.019241,-0.032246,0.097498,0.845432,0.097482,0.845725,0.802,-1.9087,5.0665,0.2343,0.0045
0.3822,-0.0253,-5.4805,0.1401,30.49,0.228884,0.120595,1.0095,0.025608,-0.043622,0.025605,-0.04362,0.098327,0.837934,0.098313,0.838228,1.5038,-1.8935,3.8397,0.306,0.0059
0.3923,-0.0294,-5.4482,0.1139,30.49,0.238908,0.077709,1.0044,0.048463,-0.083733,0.048457,-0.083732,0.096883,0.823205,0.09687,0.823499,3.2161,-1.8612,1.9991,0.4714,0.0093
0.4023,-0.0238,-5.3751,0.086,30.48,0.235232,-0.037027,1.001,0.111216,-0.194651,0.111204,-0.194655,0.08921,0.78901,0.0892,0.789303,7.2627,-1.7881,0.8021,0.8597,0.0176
0.4124,-0.0179,-5.3009,0.0569,30.49,0.235129,-0.155551,1.0004,0.134644,-0.238903,0.13463,-0.238913,0.080017,0.749814,0.080009,0.750104,7.3793,-1.7139,0.5943,1.2376,0.0263
0.4224,-0.0145,-5.2797,0.0266,30.47,0.242321,-0.180743,1.0032,0.049634,-0.089425,0.049629,-0.08943,0.078867,0.736444,0.078859,0.736733,2.1088,-1.6927,1.589,1.296,0.0278
0.4325,-0.0108,-5.2687,-0.0046,30.47,0.250527,-0.187731,1.0087,0.02257,-0.04123,0.022568,-0.041234,0.079992,0.730281,0.079986,0.730568,1.0948,-1.6817,3.5442,1.293,0.0279
0.4425,-0.0112,-5.2551,-0.0366,30.49,0.266548,-0.198045,1.0093,0.021623,-0.039961,0.021621,-0.039965,0.081248,0.724148,0.081241,0.724435,1.3517,-1.6681,3.7575,1.305,0.0284
0.4526,-0.018,-5.2359,-0.0676,30.49,0.293197,-0.218256,1.007,0.028079,-0.05239,0.028077,-0.052396,0.082012,0.7159,0.082006,0.716185,1.9154,-1.6489,2.9208,1.3493,0.0297
0.4627,-0.036,-5.2089,-0.0976,30.48,0.339507,-0.253638,1.0042,0.042009,-0.078998,0.042006,-0.079007,0.081619,0.703244,0.081613,0.703526,2.6823,-1.6219,1.9429,1.4363,0.0321
0.4727,-0.0477,-5.1882,-0.1258,30.49,0.373844,-0.279214,1.0056,0.033417,-0.063259,0.033415,-0.063268,0.081985,0.693087,0.081981,0.693366,2.0533,-1.6012,2.4534,1.4823,0.0335
0.4828,-0.0546,-5.1716,-0.1538,30.49,0.400139,-0.297129,1.0078,0.025717,-0.048941,0.025716,-0.048949,0.083022,0.685151,0.083019,0.685428,1.6566,-1.5846,3.2283,1.5025,0.0343
0.4928,-0.054,-5.1582,-0.1834,30.48,0.415308,-0.308723,1.011,0.019428,-0.037117,0.019428,-0.037124,0.084633,0.679031,0.084631,0.679306,1.327,-1.5712,4.3561,1.5021,0.0346
0.5029,-0.0468,-5.1482,-0.2154,30.47,0.423624,-0.315152,1.0155,0.014491,-0.027752,0.014491,-0.027757,0.086718,0.674355,0.086717,0.674628,0.9925,-1.5612,5.9842,1.4817,0.0351
0.5129,-0.0373,-5.1384,-0.2467,30.49,0.430714,-0.3179,1.0188,0.012441,-0.023851,0.012441,-0.023856,0.089041,0.670233,0.089039,0.670504,0.9747,-1.5514,7.1569,1.4609,0.0356
0.523,-0.0268,-5.128,-0.2738,30.49,0.437843,-0.318758,1.0178,0.013429,-0.025738,0.013428,-0.025742,0.091337,0.665666,0.091335,0.665935,1.0327,-1.541,6.8017,1.4445,0.0361
0.5331,-0.0172,-5.1161,-0.296,30.49,0.44572,-0.320706,1.012,0.019696,-0.037696,0.019696,-0.037704,0.093094,0.658815,0.093094,0.659082,1.1827,-1.5291,4.7266,1.4378,0.0366
0.5431,-0.0063,-5.1072,-0.317,30.48,0.449969,-0.317335,1.0061,0.035771,-0.068303,0.035771,-0.068317,0.09332,0.646193,0.09332,0.646454,0.8916,-1.5202,2.6088,1.4136,0.0371
0.5532,0.0124,-5.1094,-0.3415,30.48,0.435896,-0.293244,1.003,0.061067,-0.116261,0.061067,-0.116285,0.091085,0.624721,0.091085,0.624974,-0.2242,-1.5224,1.4916,1.3226,0.0376
0.5632,0.0403,-5.1385,-0.3726,30.48,0.401347,-0.219422,1.0015,0.088373,-0.167735,0.088375,-0.167771,0.086308,0.594581,0.086309,0.59482,-2.8876,-1.5515,0.9766,1.0734,0.0381
0.5733,0.065,-5.1633,-0.4111,30.49,0.372488,-0.152183,1.0034,0.051328,-0.097158,0.05133,-0.09718,0.085099,0.578084,0.085101,0.578316,-2.4709,-1.5763,1.6579,0.8613,0.0386
0.5834,0.0881,-5.1832,-0.4576,30.49,0.346588,-0.089487,1.0055,0.035437,-0.066876,0.035438,-0.066892,0.085302,0.566923,0.085305,0.56715,-1.9757,-1.5962,2.4072,0.6897,0.0391
0.5934,0.1079,-5.1902,-0.5135,30.49,0.327983,-0.045603,1.0103,0.02107,-0.039622,0.021071,-0.039632,0.086768,0.560319,0.086772,0.560543,-0.6899,-1.6032,4.1182,0.6054,0.0396
0.6035,0.1297,-5.193,-0.5813,30.49,0.309026,-0.004373,1.0131,0.017288,-0.032374,0.017289,-0.032382,0.088589,0.554855,0.088594,0.555075,-0.2801,-1.606,5.1242,0.5504,0.0401
0.6135,0.1582,-5.1982,-0.6608,30.49,0.277728,0.043963,1.0114,0.019996,-0.037262,0.019998,-0.037271,0.090179,0.548466,0.090185,0.548683,-0.5152,-1.6112,4.5097,0.4835,0.0406
0.6236,0.1997,-5.2169,-0.7537,30.49,0.222492,0.115427,1.0067,0.031888,-0.059095,0.03189,-0.05911,0.090665,0.53821,0.09067,0.538422,-1.8648,-1.6299,2.8432,0.336,0.0411
0.6336,0.2814,-5.276,-0.8626,30.49,0.092848,0.254413,1.0022,0.070612,-0.13009,0.070617,-0.130124,0.087492,0.515648,0.087498,0.515849,-5.8747,-1.689,1.2391,-0.0542,0.9988
0.6437,0.3948,-5.3579,-0.9873,30.49,-0.094309,0.42206,1.0008,0.112801,-0.206633,0.112808,-0.206683,0.080578,0.48127,0.080583,0.481454,-8.1483,-1.7709,0.7143,-0.5676,0.9993
0.6538,0.4581,-5.3818,-1.1262,30.48,-0.186924,0.470346,1.0019,0.069336,-0.126383,0.06934,-0.126414,0.077835,0.462004,0.07784,0.462178,-2.3699,-1.7948,1.1226,-0.6938,0.9998
0.6638,0.4872,-5.3816,-1.2781,30.49,-0.216096,0.46563,1.0055,0.032623,-0.059178,0.032625,-0.059192,0.078139,0.453333,0.078144,0.453504,0.0159,-1.7946,2.3952,-0.6639,1.0003
0.6739,0.5059,-5.3674,-1.445,30.48,-0.224946,0.432543,1.0056,0.032335,-0.05835,0.032338,-0.058365,0.078455,0.444797,0.07846,0.444963,1.4166,-1.7804,2.4263,-0.547,1.0008
0.6839,0.5037,-5.3205,-1.6273,30.49,-0.19564,0.339587,1.003,0.050923,-0.091382,0.050927,-0.091405,0.07724,0.431452,0.077245,0.431611,4.6551,-1.7335,1.5168,-0.2311,1.0013
0.694,0.455,-5.1963,-1.8255,30.49,-0.083218,0.107776,1.001,0.093254,-0.166398,0.093271,-0.166453,0.072648,0.407663,0.072661,0.407806,12.3519,-1.6093,0.779,0.5564,0.0127
0.7041,0.4015,-5.081,-2.0391,30.49,0.03402,-0.106165,0.9985,0.072043,-0.127885,0.072051,-0.12792,0.069909,0.390561,0.069916,0.390695,11.4591,-1.494,0.9704,1.2486,0.0303
0.7141,0.3644,-5.0076,-2.2663,30.49,0.119358,-0.243687,0.9966,0.042111,-0.07438,0.042114,-0.074398,0.069426,0.38104,0.069432,0.381169,7.2956,-1.4206,1.6487,1.6419,0.0415
0.7242,0.204,-4.7489,-2.5043,30.48,0.421563,-0.705721,1.0002,0.126149,-0.22166,0.126158,-0.221709,0.06289,0.35301,0.062894,0.353126,25.7273,-1.1619,0.4985,3.1897,0.0899
0.7342,0.1821,-4.6931,-2.7478,30.49,0.478691,-0.800562,1.0057,0.025719,-0.044999,0.02572,-0.045009,0.06351,0.347878,0.063514,0.347992,5.544,-1.1061,2.4694,3.3721,0.0976
0.7443,0.1788,-4.6578,-2.9882,30.49,0.506652,-0.854673,1.0125,0.013219,-0.02302,0.01322,-0.023025,0.064947,0.34524,0.064952,0.345352,3.5066,-1.0708,4.9132,3.4146,0.101
0.7543,0.184,-4.6263,-3.22,30.48,0.523038,-0.895604,1.0204,0.008663,-0.015006,0.008664,-0.01501,0.066724,0.34349,0.066734,0.343602,3.1296,-1.0393,7.7025,3.4303,0.1036
0.7644,0.1966,-4.5951,-3.4393,30.47,0.532455,-0.927379,1.0321,0.00577,-0.009936,0.00577,-0.009939,0.068718,0.342308,0.068726,0.342419,3.1053,-1.0081,11.9103,3.4432,0.1062
0.7745,0.2148,-4.557,-3.6451,30.46,0.537953,-0.955956,1.0417,0.004625,-0.007914,0.004625,-0.007916,0.070842,0.341345,0.070848,0.341455,3.789,-0.97,15.318,3.4989,0.1105
0.7845,0.2367,-4.5104,-3.8403,30.47,0.540132,-0.984891,1.0458,0.004347,-0.007388,0.004348,-0.00739,0.073032,0.340424,0.073044,0.340534,4.6361,-0.9234,16.7991,3.6058,0.1167
0.7946,0.2625,-4.4535,-4.0302,30.47,0.540015,-1.013745,1.0509,0.004045,-0.006823,0.004045,-0.006825,0.075297,0.339554,0.075305,0.339664,5.6549,-0.8665,18.6156,3.7727,0.1254
0.8046,0.2933,-4.3805,-4.219,30.48,0.538579,-1.044034,1.0571,0.003726,-0.006237,0.003727,-0.006239,0.07764,0.338741,0.077649,0.338851,7.2524,-0.7935,20.836,4.0339,0.1377
0.8147,0.3291,-4.2834,-4.4027,30.48,0.537917,-1.079046,1.0711,0.003662,-0.00608,0.003662,-0.006081,0.080027,0.337931,0.080037,0.33804,9.6588,-0.6964,21.855,4.4372,0.1549
0.8248,0.3682,-4.1595,-4.5688,30.49,0.539346,-1.118177,1.0833,0.003773,-0.006211,0.003773,-0.006213,0.08246,0.337085,0.082469,0.337193,12.3182,-0.5725,21.855,4.9919,0.1766
0.8348,0.4044,-4.0041,-4.7061,30.48,0.54767,-1.164209,1.0938,0.003886,-0.006342,0.003887,-0.006343,0.084933,0.336203,0.084943,0.336311,15.4538,-0.4171,21.855,5.7216,0.2013
0.8449,0.433,-3.8238,-4.8113,30.48,0.563354,-1.220109,1.0931,0.004001,-0.00647,0.004001,-0.006472,0.087439,0.335284,0.087449,0.335392,17.9237,-0.2368,21.855,6.5741,0.2254
0.8549,0.4516,-3.6287,-4.8798,30.48,0.583225,-1.281468,1.0886,0.004117,-0.006598,0.004118,-0.006599,0.089986,0.33433,0.089999,0.334437,19.4032,-0.0417,21.855,7.4786,0.2462
0.865,0.4593,-3.4157,-4.9116,30.48,0.602964,-1.340819,1.0892,0.004235,-0.006723,0.004236,-0.006725,0.092565,0.333338,0.092577,0.333445,21.1741,0.1713,21.855,8.4515,0.2639
0.8751,0.4542,-3.1714,-4.9134,30.47,0.615539,-1.398432,1.0987,0.004355,-0.006846,0.004355,-0.006848,0.095178,0.33231,0.095189,0.332416,24.274,0.4156,21.855,9.576,0.2796
0.8851,0.4318,-2.8773,-4.8947,30.48,0.617303,-1.458378,1.114,0.004476,-0.006968,0.004477,-0.00697,0.097821,0.331244,0.097835,0.33135,29.2408,0.7097,21.855,10.9664,0.2935
0.8952,0.3874,-2.5136,-4.864,30.49,0.605993,-1.529017,1.13,0.004598,-0.007088,0.004599,-0.00709,0.100491,0.330141,0.100505,0.330246,36.1637,1.0734,21.855,12.7373,0.3057
0.9052,0.3362,-2.0751,-4.8242,30.48,0.574243,-1.613641,1.1476,0.004722,-0.007206,0.004723,-0.007208,0.103195,0.329002,0.103212,0.329106,43.5873,1.5119,21.855,14.9022,0.3159
0.9153,0.2998,-1.557,-4.7536,30.49,0.510604,-1.698326,1.1631,0.004846,-0.007321,0.004847,-0.007323,0.105914,0.327825,0.105929,0.327929,51.5107,2.03,21.855,17.4736,0.3242
0.9253,0.2917,-0.9481,-4.6715,30.49,0.416167,-1.766035,1.1762,0.004972,-0.007435,0.004972,-0.007437,0.108659,0.326611,0.108674,0.326714,60.541,2.6389,21.855,20.5034,0.331
0.9354,0.3112,-0.2592,-4.6468,30.49,0.307054,-1.813069,1.199,0.005098,-0.007547,0.005099,-0.007548,0.111427,0.32536,0.111442,0.325463,68.5043,3.3278,21.855,23.8978,0.3364
0.9455,0.342,0.4921,-4.743,30.49,0.201569,-1.841305,1.2225,0.005226,-0.007656,0.005227,-0.007658,0.114216,0.324073,0.114231,0.324175,74.7102,4.0791,21.855,27.522,0.3409
0.9555,0.3612,1.2604,-4.9728,30.48,0.113475,-1.850375,1.2161,0.005355,-0.007764,0.005356,-0.007766,0.11703,0.322749,0.11705,0.32285,76.3805,4.8474,21.855,31.0647,0.3446
0.9656,0.3482,1.9857,-5.2784,30.48,0.051401,-1.825439,1.1886,0.005484,-0.007869,0.005485,-0.007871,0.119847,0.321389,0.119865,0.321489,72.1104,5.5727,21.855,34.1374,0.348
0.9756,0.2958,2.6422,-5.5904,30.48,0.020543,-1.756313,1.1538,0.005614,-0.007971,0.005614,-0.007973,0.122686,0.319993,0.122704,0.320092,65.2631,6.2292,21.855,36.5934,0.3512
0.9857,0.2046,3.2137,-5.8768,30.48,0.030315,-1.640273,1.1165,0.005744,-0.008072,0.005745,-0.008074,0.125538,0.318561,0.125557,0.31866,56.8167,6.8007,21.855,38.3576,0.3543
0.9957,0.0863,3.7046,-6.1283,30.47,0.086547,-1.487555,1.0694,0.005875,-0.00817,0.005876,-0.008172,0.128395,0.317094,0.128414,0.317192,48.8108,7.2916,21.855,39.4943,0.3574
1.0058,-0.0445,4.133,-6.3263,30.49,0.182759,-1.317196,1.0234,0.006007,-0.008267,0.006008,-0.008269,0.131274,0.315591,0.131298,0.315689,42.5936,7.72,21.855,40.1535,0.3606
1.0159,-0.1644,4.516,-6.4383,30.48,0.2957,-1.151353,0.9832,0.006138,-0.00836,0.006139,-0.008362,0.134143,0.314055,0.134165,0.314152,38.0821,8.103,21.855,40.4726,0.3637
1.0259,-0.2579,4.8834,-6.4413,30.49,0.404672,-1.010541,0.9496,0.00627,-0.008451,0.006271,-0.008453,0.137021,0.312484,0.137043,0.31258,36.5308,8.4704,21.855,40.6653,0.3669
1.036,-0.3221,5.2627,-6.3347,30.48,0.497686,-0.916937,0.9259,0.006402,-0.00854,0.006403,-0.008542,0.139905,0.310881,0.139927,0.310976,37.7107,8.8497,21.855,40.9194,0.3698
1.046,-0.3609,5.6645,-6.1354,30.48,0.569954,-0.869119,0.9253,0.006533,-0.008626,0.006534,-0.008628,0.142789,0.309244,0.142811,0.309338,39.9485,9.2515,21.855,41.3019,0.3726
1.0561,-0.3799,6.1046,-5.8604,30.48,0.619666,-0.863804,0.9414,0.006665,-0.00871,0.006666,-0.008712,0.145674,0.307575,0.145696,0.307669,43.7683,9.6916,21.855,41.9114,0.3752
1.0661,-0.3815,6.5948,-5.5533,30.47,0.644949,-0.895546,0.9673,0.006798,-0.008792,0.006799,-0.008794,0.148562,0.305875,0.148589,0.305967,48.7332,10.1818,21.855,42.8123,0.3774
1.0762,-0.365,7.1309,-5.2439,30.48,0.645834,-0.957384,0.9945,0.006929,-0.00887,0.00693,-0.008873,0.151435,0.304144,0.151461,0.304235,53.3062,10.7179,21.855,43.9635,0.3794
1.0863,-0.3324,7.7105,-4.9637,30.48,0.625834,-1.044258,1.0136,0.00706,-0.008947,0.007062,-0.008949,0.154305,0.302382,0.154331,0.302473,57.6323,11.2975,21.855,45.3354,0.3811
1.0963,-0.2821,8.3331,-4.7278,30.48,0.587745,-1.151823,1.0384,0.007191,-0.009021,0.007193,-0.009023,0.157169,0.300591,0.157195,0.300681,61.9093,11.9201,21.855,46.9132,0.3826
1.1064,-0.216,8.994,-4.5497,30.49,0.533638,-1.280042,1.0436,0.007322,-0.009092,0.007324,-0.009095,0.160033,0.298772,0.160063,0.298861,65.6932,12.581,21.855,48.6532,0.384
1.1164,-0.1332,9.6737,-4.4294,30.49,0.469394,-1.418108,1.046,0.007452,-0.009161,0.007454,-0.009163,0.162868,0.296924,0.162897,0.297012,67.5839,13.2607,21.855,50.4204,0.3854
1.1265,-0.0326,10.3691,-4.3641,30.49,0.401826,-1.559227,1.0447,0.007582,-0.009227,0.007583,-0.009229,0.165695,0.29505,0.165722,0.295137,69.1515,13.9561,21.855,52.1918,0.3867
1.1366,0.0724,11.0673,-4.3725,30.49,0.336621,-1.693674,1.0167,0.007711,-0.009291,0.007712,-0.009293,0.168518,0.293149,0.168553,0.293235,69.3869,14.6543,21.855,53.8778,0.388
1.1466,0.1657,11.7468,-4.4571,30.49,0.291603,-1.807128,1.0297,0.007839,-0.009351,0.00784,-0.009354,0.171313,0.291223,0.171342,0.291308,67.5603,15.3338,21.855,55.3449,0.3895
1.1567,0.245,12.4296,-4.5896,30.49,0.267122,-1.903558,1.0352,0.007966,-0.00941,0.007967,-0.009412,0.174097,0.289273,0.174129,0.289357,67.896,16.0166,21.855,56.7489,0.3909
1.1667,0.3136,13.11,-4.7466,30.48,0.260111,-1.988918,1.0331,0.008092,-0.009466,0.008093,-0.009468,0.176852,0.287299,0.176882,0.287382,67.644,16.697,21.855,58.0535,0.3924
1.1768,0.3871,13.7882,-4.8958,30.47,0.263133,-2.062948,1.0405,0.008218,-0.009519,0.008219,-0.009521,0.179596,0.285303,0.179628,0.285385,67.4239,17.3752,21.855,59.2659,0.3939
1.1868,0.4788,14.4625,-5.0026,30.46,0.268804,-2.129847,1.0353,0.008342,-0.00957,0.008343,-0.009572,0.182313,0.283285,0.182343,0.283366,67.0464,18.0495,21.855,60.3803,0.3954
1.1969,0.5976,15.126,-5.0508,30.47,0.266086,-2.183377,1.0175,0.008465,-0.009618,0.008467,-0.00962,0.185007,0.281246,0.185037,0.281326,65.9766,18.713,21.855,61.3552,0.3969
1.207,0.7324,15.7812,-5.046,30.46,0.259504,-2.223781,0.9963,0.008588,-0.009664,0.008589,-0.009667,0.187688,0.279188,0.187723,0.279267,65.1352,19.3682,21.855,62.2133,0.3985
1.217,0.8739,16.4168,-5.0074,30.47,0.250651,-2.255512,0.9776,0.008708,-0.009707,0.00871,-0.009709,0.190321,0.277111,0.190354,0.277189,63.1933,20.0038,21.855,62.8869,0.4001
1.2271,1.0235,17.0362,-4.9399,30.48,0.241537,-2.282055,0.9756,0.008828,-0.009748,0.008829,-0.00975,0.192936,0.275016,0.192968,0.275093,61.587,20.6232,21.855,63.4081,0.4018
1.2371,1.1835,17.6372,-4.8186,30.47,0.234604,-2.302942,0.9756,0.008946,-0.009786,0.008948,-0.009788,0.195522,0.272905,0.195555,0.272981,59.7646,21.2242,21.855,63.7704,0.4035
1.2472,1.3525,18.2215,-4.6273,30.47,0.229952,-2.318599,0.9672,0.009063,-0.009822,0.009065,-0.009824,0.198077,0.270777,0.198109,0.270852,58.0916,21.8085,21.855,63.9923,0.4053
1.2572,1.5287,18.7883,-4.3746,30.47,0.227072,-2.330306,0.9517,0.009179,-0.009855,0.00918,-0.009857,0.200602,0.268635,0.200635,0.26871,56.3682,22.3753,21.855,64.0778,0.4071
1.2673,1.7159,19.3371,-4.0788,30.46,0.219876,-2.337448,0.9367,0.009293,-0.009886,0.009295,-0.009888,0.203101,0.26648,0.203139,0.266553,54.5589,22.9241,21.855,64.0283,0.4089
1.2774,1.9133,19.8605,-3.7525,30.48,0.206309,-2.342002,0.9222,0.009406,-0.009914,0.009407,-0.009917,0.205557,0.264312,0.205592,0.264384,52.0354,23.4475,21.855,63.8033,0.4108
