time_s,roll_deg,pitch_deg,yaw_deg,temp_c,bias_roll,bias_pitch,accel_norm_g,K_roll_angle,K_roll_bias,K_pitch_angle,K_pitch_bias,P_roll_00,P_roll_11,P_pitch_00,P_pitch_11,gyro_pitch_dps,pitch_centered_deg,R_dynamic,gyro_pitch_filt,phase_var
7.4828,-4.0373,-25.2183,159.6519,30.51,-5.909281,1.208664,1.0384,0.005535,-0.000878,0.005535,-0.000878,0.07821,0.003018,0.07821,0.003019,-32.2596,-21.6313,14.1303,-49.6503,0.9225
7.4929,-4.0728,-25.5479,159.0295,30.5,-5.911262,1.198713,1.0626,0.003579,-0.000567,0.003579,-0.000567,0.078218,0.003012,0.078218,0.003012,-32.7776,-21.9609,21.855,-48.702,0.9247
7.5029,-4.1244,-25.8479,158.3914,30.49,-5.912818,1.188109,1.121,0.003579,-0.000566,0.003579,-0.000566,0.078224,0.003005,0.078225,0.003005,-29.8226,-22.2609,21.855,-47.6019,0.927
7.513,-4.1932,-26.1085,157.7399,30.48,-5.913361,1.177123,1.2246,0.00358,-0.000566,0.00358,-0.000566,0.078231,0.002999,0.078231,0.002999,-25.9189,-22.5215,21.855,-46.2945,0.9295
7.523,-4.2787,-26.2965,157.099,30.47,-5.912878,1.165906,1.3368,0.00358,-0.000565,0.00358,-0.000565,0.078237,0.002992,0.078238,0.002992,-18.6843,-22.7095,21.855,-44.5662,0.9323
7.5331,-4.3768,-26.3658,156.4975,30.49,-5.911782,1.153931,1.4185,0.00358,-0.000564,0.00358,-0.000564,0.078243,0.002985,0.078244,0.002985,-6.8943,-22.7788,21.855,-42.1323,0.9358
7.5431,-4.4818,-26.278,155.9426,30.48,-5.910429,1.141248,1.4707,0.00358,-0.000564,0.00358,-0.000564,0.078249,0.002979,0.07825,0.002979,8.7326,-22.691,21.855,-38.7719,0.9402
7.5532,-4.5913,-25.9995,155.436,30.49,-5.909144,1.127537,1.5105,0.003581,-0.000563,0.003581,-0.000563,0.078254,0.002972,0.078255,0.002972,27.6857,-22.4125,21.855,-34.3105,0.946
7.5633,-4.7005,-25.5088,154.985,30.49,-5.908016,1.113882,1.5365,0.003581,-0.000562,0.003581,-0.000562,0.078259,0.002966,0.07826,0.002966,48.7961,-21.9218,21.855,-28.6621,0.9534
7.5733,-4.8095,-24.7828,154.6022,30.49,-5.90671,1.100727,1.5234,0.003581,-0.000562,0.003581,-0.000562,0.078264,0.002959,0.078264,0.002959,72.1893,-21.1958,21.855,-21.7369,0.963
7.5834,-4.9011,-23.8539,154.2697,30.5,-5.906709,1.088343,1.4612,0.003581,-0.000561,0.003581,-0.000561,0.078268,0.002953,0.078268,0.002953,92.3633,-20.2669,21.855,-13.8217,0.9752
7.5934,-4.962,-22.7821,153.9878,30.48,-5.908131,1.077997,1.3546,0.003581,-0.00056,0.003581,-0.00056,0.078272,0.002946,0.078272,0.002946,106.5803,-19.1951,21.855,-5.373,0.9897
7.6035,-5.009,-21.6389,153.7524,30.48,-5.911126,1.069309,1.2477,0.003582,-0.00056,0.003582,-0.00056,0.078276,0.00294,0.078277,0.00294,113.6726,-18.0519,21.855,3.0981,0.0063
7.6135,-5.0605,-20.4647,153.5589,30.48,-5.915349,1.062029,1.1637,0.003582,-0.000559,0.003582,-0.000559,0.078279,0.002933,0.07828,0.002933,116.7523,-16.8777,21.855,11.3177,0.0244
7.6236,-5.1079,-19.2671,153.3947,30.48,-5.92008,1.056563,1.1325,0.003582,-0.000559,0.003582,-0.000559,0.078283,0.002927,0.078283,0.002927,119.0571,-15.6801,21.855,19.2454,0.0439
7.6337,-5.1465,-18.0596,153.2775,30.48,-5.924148,1.05345,1.1139,0.003582,-0.000558,0.003582,-0.000558,0.078285,0.00292,0.078286,0.00292,120.0729,-14.4726,21.855,26.8081,0.0643
7.6437,-5.1653,-16.8489,153.2267,30.49,-5.927261,1.052867,1.1114,0.003582,-0.000557,0.003582,-0.000557,0.078288,0.002914,0.078288,0.002914,120.3856,-13.2619,21.855,33.9763,0.085
7.6538,-5.1832,-15.6512,153.2847,30.49,-5.929328,1.054176,1.1453,0.003582,-0.000557,0.003582,-0.000557,0.07829,0.002907,0.07829,0.002907,119.0821,-12.0642,21.855,40.6605,0.1052
7.6638,-5.2207,-14.4776,153.4796,30.49,-5.931363,1.056664,1.1828,0.003582,-0.000556,0.003582,-0.000556,0.078292,0.002901,0.078292,0.002901,116.7,-10.8906,21.855,46.8125,0.1244
7.6739,-5.2776,-13.3153,153.8236,30.49,-5.934256,1.059789,1.2415,0.003582,-0.000555,0.003582,-0.000555,0.078293,0.002895,0.078294,0.002895,115.5765,-9.7283,21.855,52.5445,0.1424
7.6839,-5.3316,-12.1496,154.319,30.49,-5.938102,1.063677,1.2656,0.003582,-0.000555,0.003582,-0.000555,0.078295,0.002888,0.078295,0.002888,115.9165,-8.5626,21.855,57.9767,0.1594
7.694,-5.3579,-10.9805,154.9237,30.49,-5.942875,1.068406,1.2898,0.003583,-0.000554,0.003583,-0.000554,0.078296,0.002882,0.078296,0.002882,116.2383,-7.3935,21.855,63.1228,0.1752
7.7041,-5.3527,-9.8139,155.5769,30.49,-5.947831,1.073571,1.3066,0.003583,-0.000553,0.003583,-0.000553,0.078296,0.002876,0.078297,0.002876,116.0,-6.2269,21.855,67.9595,0.1898
7.7141,-5.3222,-8.6546,156.204,30.48,-5.9523,1.078343,1.2882,0.003583,-0.000553,0.003583,-0.000553,0.078297,0.002869,0.078297,0.002869,115.2826,-5.0676,21.855,72.4702,0.2032
7.7242,-5.279,-7.5107,156.7537,30.47,-5.955703,1.082329,1.2624,0.003583,-0.000552,0.003583,-0.000552,0.078297,0.002863,0.078297,0.002863,113.7097,-3.9237,21.855,76.6138,0.2152
7.7342,-5.2325,-6.3763,157.2114,30.48,-5.957837,1.085734,1.2507,0.003583,-0.000551,0.003583,-0.000551,0.078296,0.002857,0.078297,0.002857,112.808,-2.7893,21.855,80.4545,0.2263
7.7443,-5.1781,-5.2325,157.6373,30.49,-5.958853,1.089212,1.2249,0.003583,-0.000551,0.003583,-0.000551,0.078296,0.00285,0.078297,0.00285,113.7426,-1.6455,21.855,84.1319,0.2365
7.7544,-5.1107,-4.077,158.0645,30.49,-5.95936,1.093094,1.1979,0.003583,-0.00055,0.003583,-0.00055,0.078297,0.002844,0.078298,0.002844,114.7695,-0.49,21.855,87.6606,0.2461
7.7644,-5.0462,-2.9362,158.5139,30.49,-5.959236,1.097469,1.1684,0.003582,-0.000549,0.003582,-0.000549,0.078295,0.002838,0.078295,0.002838,113.4034,0.6508,21.855,90.8864,0.2549
7.7745,-4.9955,-1.792,158.9891,30.5,-5.958792,1.102252,1.1308,0.003582,-0.000549,0.003582,-0.000549,0.078293,0.002832,0.078294,0.002832,113.7744,1.795,21.855,93.9425,0.2631
7.7845,-4.9729,-0.6504,159.5102,30.49,-5.957981,1.107492,1.1032,0.003582,-0.000548,0.003582,-0.000548,0.078292,0.002825,0.078292,0.002826,113.4964,2.9366,21.855,96.7936,0.2708
7.7946,-4.9801,0.4814,160.0944,30.49,-5.957182,1.113421,1.0813,0.003582,-0.000547,0.003582,-0.000547,0.078289,0.002819,0.07829,0.002819,112.5382,4.0684,21.855,99.4046,0.2779
7.8047,-5.0123,1.6158,160.7356,30.49,-5.956466,1.120582,1.0575,0.003582,-0.000547,0.003582,-0.000547,0.078289,0.002813,0.078289,0.002813,112.5653,5.2028,21.855,101.8545,0.2847
7.8147,-5.0532,2.7229,161.4137,30.49,-5.956449,1.12916,1.0389,0.003582,-0.000546,0.003582,-0.000546,0.078285,0.002807,0.078286,0.002807,110.0921,6.3099,21.855,103.983,0.2909
7.8248,-5.0919,3.8225,162.0901,30.49,-5.957247,1.138904,1.0282,0.003582,-0.000545,0.003582,-0.000545,0.078283,0.002801,0.078283,0.002801,109.3226,7.4095,21.855,105.922,0.2968
7.8348,-5.1293,4.9257,162.7599,30.48,-5.95764,1.149681,1.0327,0.003582,-0.000545,0.003582,-0.000545,0.07828,0.002795,0.07828,0.002795,109.7051,8.5127,21.855,107.7595,0.3025
7.8449,-5.1521,6.0394,163.4236,30.48,-5.958631,1.1615,1.0104,0.003582,-0.000544,0.003582,-0.000544,0.078276,0.002789,0.078277,0.002789,110.7366,9.6264,21.855,109.5445,0.3079
7.8549,-5.1531,7.1491,164.0519,30.47,-5.960231,1.173804,0.9898,0.003581,-0.000543,0.003581,-0.000543,0.078273,0.002783,0.078273,0.002783,110.3581,10.7361,21.855,111.1846,0.3131
7.865,-5.1425,8.2537,164.6193,30.47,-5.96167,1.186483,0.9783,0.003581,-0.000543,0.003581,-0.000543,0.078269,0.002776,0.07827,0.002776,109.7821,11.8407,21.855,112.6743,0.318
7.8751,-5.1268,9.3354,165.1343,30.48,-5.962852,1.199194,0.9693,0.003581,-0.000542,0.003581,-0.000542,0.078265,0.00277,0.078265,0.00277,107.5568,12.9224,21.855,113.9103,0.3227
7.8851,-5.1084,10.3866,165.6239,30.48,-5.964056,1.211789,0.9466,0.003581,-0.000541,0.003581,-0.000541,0.07826,0.002764,0.078261,0.002764,104.5166,13.9736,21.855,114.8512,0.3272
7.8952,-5.0902,11.3889,166.1158,30.49,-5.96524,1.224315,0.9122,0.003581,-0.000541,0.003581,-0.000541,0.078256,0.002758,0.078256,0.002758,99.665,14.9759,21.855,115.3904,0.3315
7.9052,-5.0717,12.3179,166.6343,30.49,-5.966324,1.2367,0.8795,0.00358,-0.00054,0.00358,-0.00054,0.078251,0.002752,0.078252,0.002752,92.3702,15.9049,21.855,115.3849,0.3357
7.9153,-5.0498,13.1701,167.2028,30.49,-5.967761,1.249037,0.8875,0.00358,-0.000539,0.00358,-0.000539,0.078246,0.002746,0.078246,0.002746,84.7472,16.7571,21.855,114.8416,0.3397
7.9254,-5.0118,13.9544,167.818,30.49,-5.96978,1.26139,0.8712,0.00358,-0.000539,0.00358,-0.000539,0.07824,0.00274,0.078241,0.00274,77.9564,17.5414,21.855,113.846,0.3437
7.9354,-4.9524,14.6664,168.4624,30.49,-5.972259,1.273991,0.8266,0.00358,-0.000538,0.00358,-0.000538,0.078235,0.002734,0.078235,0.002734,70.7927,18.2534,21.855,112.3974,0.3476
7.9455,-4.8759,15.2994,169.1268,30.5,-5.974939,1.28713,0.7815,0.003579,-0.000537,0.003579,-0.000537,0.078229,0.002728,0.07823,0.002728,62.9456,18.8864,21.855,110.4745,0.3515
7.9555,-4.7777,15.8511,169.816,30.5,-5.978334,1.300662,0.743,0.003579,-0.000537,0.003579,-0.000537,0.078223,0.002723,0.078224,0.002723,54.8464,19.4381,21.855,108.0863,0.3554
7.9656,-4.6559,16.3221,170.535,30.5,-5.982698,1.31452,0.7125,0.003579,-0.000536,0.003579,-0.000536,0.078216,0.002717,0.078217,0.002717,46.8344,19.9091,21.855,105.2643,0.3593
7.9756,-4.5054,16.72,171.284,30.5,-5.988616,1.328517,0.6893,0.003579,-0.000535,0.003579,-0.000535,0.07821,0.002711,0.07821,0.002711,39.5566,20.307,21.855,102.082,0.3632
7.9857,-4.325,17.045,172.0362,30.49,-5.996653,1.342414,0.6707,0.003578,-0.000535,0.003578,-0.000535,0.078203,0.002705,0.078203,0.002705,32.319,20.632,21.855,98.5622,0.3673
7.9958,-4.1281,17.2982,172.7602,30.49,-6.00586,1.355539,0.6634,0.003578,-0.000534,0.003578,-0.000534,0.078196,0.002699,0.078196,0.002699,25.1789,20.8852,21.855,94.7307,0.3714
8.0058,-3.9244,17.4792,173.4564,30.49,-6.015543,1.367123,0.6663,0.003578,-0.000533,0.003578,-0.000533,0.078188,0.002693,0.078189,0.002693,17.9971,21.0662,21.855,90.6022,0.3756
8.0159,-3.7201,17.5933,174.1233,30.47,-6.02537,1.376912,0.6713,0.003577,-0.000532,0.003577,-0.000532,0.078181,0.002687,0.078181,0.002687,11.3442,21.1803,21.855,86.2293,0.38
8.0259,-3.514,17.6585,174.7332,30.49,-6.035435,1.384168,0.6709,0.003577,-0.000532,0.003577,-0.000532,0.078173,0.002681,0.078173,0.002681,6.4776,21.2455,21.855,81.7469,0.3844
8.036,-3.2993,17.7042,175.2421,30.49,-6.045513,1.388914,0.6726,0.003577,-0.000531,0.003577,-0.000531,0.078165,0.002676,0.078165,0.002676,4.5462,21.2912,21.855,77.3601,0.3889
8.046,-3.1031,17.7387,175.6151,30.49,-6.05372,1.391605,0.6671,0.003576,-0.00053,0.003576,-0.00053,0.078157,0.00267,0.078158,0.00267,3.4357,21.3257,21.855,73.1204,0.3935
8.0561,-2.9514,17.7131,175.8634,30.49,-6.060932,1.392872,0.6873,0.003576,-0.00053,0.003576,-0.00053,0.078148,0.002664,0.078148,0.002664,-2.5453,21.3001,21.855,68.6922,0.3982
8.0662,-2.8622,17.6175,175.9908,30.49,-6.068265,1.392854,0.7389,0.003575,-0.000529,0.003575,-0.000529,0.078139,0.002658,0.078139,0.002658,-9.505,21.2045,21.855,64.0205,0.4031
8.0762,-2.851,17.488,176.0104,30.5,-6.074513,1.390844,0.7886,0.003575,-0.000528,0.003575,-0.000528,0.07813,0.002653,0.078131,0.002653,-12.886,21.075,21.855,59.3612,0.4083
8.0863,-2.9058,17.3662,175.9611,30.5,-6.078507,1.385593,0.8303,0.003574,-0.000528,0.003575,-0.000528,0.078121,0.002647,0.078121,0.002647,-12.1066,20.9532,21.855,54.9955,0.4133
8.0963,-2.9877,17.2623,175.8635,30.5,-6.081565,1.377114,0.8888,0.003574,-0.000527,0.003574,-0.000527,0.078111,0.002641,0.078111,0.002641,-10.3268,20.8493,21.855,50.9763,0.4182
8.1064,-3.0696,17.1615,175.7173,30.48,-6.084892,1.366749,0.9742,0.003574,-0.000526,0.003574,-0.000526,0.078102,0.002635,0.078102,0.002635,-10.0251,20.7485,21.855,47.1864,0.4231
8.1164,-3.1398,17.0698,175.5346,30.48,-6.088662,1.355642,1.0788,0.003573,-0.000526,0.003573,-0.000526,0.078091,0.00263,0.078092,0.00263,-9.1208,20.6568,21.855,43.6552,0.4278
8.1265,-3.194,17.0171,175.356,30.49,-6.092424,1.344146,1.1982,0.003573,-0.000525,0.003573,-0.000525,0.078081,0.002624,0.078082,0.002624,-5.2422,20.6041,21.855,40.5705,0.4321
8.1366,-3.2384,17.0235,175.2302,30.5,-6.095521,1.332425,1.3135,0.003572,-0.000524,0.003572,-0.000524,0.078072,0.002618,0.078072,0.002618,0.6455,20.6105,21.855,38.0449,0.4359
8.1466,-3.2936,17.1009,175.1845,30.5,-6.096779,1.320714,1.3932,0.003572,-0.000524,0.003572,-0.000524,0.078061,0.002613,0.078062,0.002613,7.6896,20.6879,21.855,36.1272,0.439
8.1567,-3.3816,17.261,175.227,30.48,-6.095347,1.309165,1.4131,0.003571,-0.000523,0.003571,-0.000523,0.07805,0.002607,0.07805,0.002607,15.9227,20.848,21.855,34.8659,0.4414
8.1667,-3.5081,17.4901,175.3641,30.49,-6.09186,1.298131,1.3789,0.003571,-0.000522,0.003571,-0.000522,0.078039,0.002602,0.078039,0.002602,22.7747,21.0771,21.855,34.133,0.4431
8.1768,-3.6661,17.7667,175.5798,30.49,-6.087637,1.287946,1.3027,0.00357,-0.000522,0.00357,-0.000522,0.078027,0.002596,0.078028,0.002596,27.5047,21.3537,21.855,33.7573,0.4443
8.1868,-3.8314,18.0778,175.8275,30.5,-6.084317,1.278983,1.186,0.00357,-0.000521,0.00357,-0.000521,0.078016,0.00259,0.078016,0.00259,30.938,21.6648,21.855,33.6324,0.4453
8.1969,-3.9822,18.4159,176.048,30.49,-6.082839,1.27139,1.0818,0.003569,-0.00052,0.003569,-0.00052,0.078005,0.002585,0.078005,0.002585,33.6196,22.0029,21.855,33.6942,0.4459
8.207,-4.109,18.7531,176.2245,30.49,-6.083062,1.265331,0.9973,0.003569,-0.00052,0.003569,-0.00052,0.077992,0.002579,0.077993,0.002579,33.5227,22.3401,21.855,33.7452,0.4466
8.217,-4.2068,19.0631,176.4076,30.48,-6.084287,1.260826,0.9307,0.003568,-0.000519,0.003568,-0.000519,0.07798,0.002574,0.07798,0.002574,30.8295,22.6501,21.855,33.6107,0.4475
8.2271,-4.2644,19.3327,176.6604,30.49,-6.086232,1.257387,0.8733,0.003568,-0.000518,0.003568,-0.000518,0.077968,0.002568,0.077968,0.002568,26.8111,22.9197,21.855,33.2112,0.4486
8.2371,-4.2765,19.5386,177.0494,30.49,-6.08889,1.254393,0.8022,0.003567,-0.000518,0.003567,-0.000518,0.077955,0.002563,0.077956,0.002563,20.4668,23.1256,21.855,32.4039,0.4502
8.2472,-4.2659,19.651,177.6198,30.5,-6.090691,1.251722,0.7072,0.003566,-0.000517,0.003566,-0.000517,0.077943,0.002557,0.077944,0.002557,11.1743,23.238,21.855,31.0116,0.4525
8.2572,-4.2678,19.627,178.3365,30.51,-6.090124,1.251596,0.6069,0.003566,-0.000516,0.003566,-0.000516,0.07793,0.002552,0.07793,0.002552,-2.3814,23.214,21.855,28.778,0.4557
8.2673,-4.3027,19.4495,179.1166,30.5,-6.08753,1.25755,0.5247,0.003565,-0.000516,0.003565,-0.000516,0.077917,0.002546,0.077917,0.002546,-17.6503,23.0365,21.855,25.6326,0.46
8.2774,-4.3447,19.0878,179.8869,30.5,-6.086997,1.274229,0.5506,0.003565,-0.000515,0.003565,-0.000515,0.077903,0.002541,0.077904,0.002541,-35.964,22.6748,21.855,21.4193,0.4658
8.2874,-4.3661,18.6171,-179.4073,30.51,-6.092021,1.295011,0.7862,0.003564,-0.000514,0.003564,-0.000514,0.07789,0.002536,0.07789,0.002536,-46.8062,22.2041,21.855,16.7,0.4726
8.2975,-4.3518,18.0813,-178.81,30.5,-6.101385,1.312886,1.1743,0.003563,-0.000514,0.003563,-0.000514,0.077876,0.00253,0.077876,0.00253,-53.2764,21.6683,21.855,11.7979,0.4801
8.3075,-4.3011,17.4987,-178.3578,30.51,-6.111524,1.323004,1.6431,0.003563,-0.000513,0.003563,-0.000513,0.077862,0.002525,0.077862,0.002525,-57.9351,21.0857,21.855,6.846,0.4881
8.3176,-4.2363,16.979,-177.9706,30.51,-6.119912,1.32427,2.1127,0.003562,-0.000512,0.003562,-0.000512,0.077848,0.002519,0.077848,0.002519,-51.6688,20.566,21.855,2.5854,0.4954
8.3276,-4.19,16.7482,-177.4545,30.51,-6.126033,1.31855,2.2835,0.003561,-0.000512,0.003561,-0.000512,0.077834,0.002514,0.077834,0.002514,-22.9492,20.3352,21.855,0.4961,0.4991
8.3377,-4.0976,16.9428,-176.8299,30.5,-6.132484,1.309856,2.4361,0.003561,-0.000511,0.003561,-0.000511,0.077819,0.002509,0.077819,0.002509,19.3417,20.5298,21.855,1.3789,0.4996
8.3478,-3.8842,17.1985,-176.2622,30.5,-6.142813,1.303015,1.9368,0.00356,-0.00051,0.00356,-0.00051,0.077805,0.002503,0.077805,0.002503,25.4153,20.7855,21.855,2.6304,0.5001
8.3578,-3.5777,17.2507,-176.0278,30.5,-6.15686,1.302894,1.2045,0.003559,-0.00051,0.003559,-0.00051,0.07779,0.002498,0.07779,0.002498,5.1981,20.8377,21.855,2.4558,0.5006
8.3679,-3.293,17.0731,-176.2826,30.49,-6.171503,1.316237,0.7832,0.003559,-0.000509,0.003559,-0.000509,0.077775,0.002493,0.077776,0.002493,-17.6572,20.6601,21.855,0.7528,0.5011
8.3779,-3.1287,16.7048,-176.8552,30.49,-6.184957,1.338858,0.6567,0.003558,-0.000508,0.003558,-0.000508,0.07776,0.002488,0.07776,0.002488,-36.6242,20.2918,21.855,-2.1343,0.5039
8.388,-3.1676,16.2102,-177.5388,30.49,-6.1909,1.361548,0.611,0.003557,-0.000508,0.003557,-0.000508,0.077744,0.002482,0.077744,0.002482,-49.1765,19.7972,21.855,-5.709,0.5106
8.3981,-3.403,15.678,-178.2746,30.48,-6.186231,1.378659,0.6775,0.003557,-0.000507,0.003557,-0.000507,0.077728,0.002477,0.077729,0.002477,-52.914,19.265,21.855,-9.339,0.5177
8.4081,-3.7384,15.1609,-179.0167,30.48,-6.17687,1.389575,0.8603,0.003556,-0.000506,0.003556,-0.000506,0.077713,0.002472,0.077713,0.002472,-51.4123,18.7479,21.855,-12.6669,0.5246
8.4182,-4.098,14.6908,-179.6566,30.48,-6.166541,1.396407,1.1108,0.003555,-0.000506,0.003555,-0.000506,0.077697,0.002467,0.077697,0.002467,-46.7479,18.2778,21.855,-15.4946,0.5307
8.4282,-4.416,14.2557,179.9271,30.49,-6.157294,1.402547,1.3067,0.003554,-0.000505,0.003554,-0.000505,0.07768,0.002461,0.077681,0.002461,-43.2655,17.8427,21.855,-17.9282,0.5363
8.4383,-4.622,13.856,179.7786,30.48,-6.150715,1.409646,1.3628,0.003554,-0.000504,0.003554,-0.000504,0.077664,0.002456,0.077664,0.002456,-39.7406,17.443,21.855,-19.9854,0.5411
8.4483,-4.6923,13.4963,179.7951,30.49,-6.14704,1.417494,1.2491,0.003553,-0.000504,0.003553,-0.000504,0.077648,0.002451,0.077649,0.002451,-35.7521,17.0833,21.855,-21.6545,0.5453
8.4584,-4.6516,13.1456,179.8297,30.48,-6.146913,1.425694,1.0691,0.003552,-0.000503,0.003552,-0.000503,0.077631,0.002446,0.077631,0.002446,-34.9603,16.7326,21.855,-23.1719,0.5492
8.4684,-4.5467,12.771,179.798,30.48,-6.150519,1.433574,0.954,0.003551,-0.000502,0.003551,-0.000502,0.077614,0.002441,0.077614,0.002441,-37.2446,16.358,21.855,-24.753,0.5535
8.4785,-4.4215,12.365,179.6982,30.48,-6.156568,1.440358,0.9263,0.003551,-0.000502,0.003551,-0.000502,0.077597,0.002435,0.077597,0.002436,-40.3733,15.952,21.855,-26.4513,0.5582
8.4886,-4.3072,11.9185,179.5541,30.48,-6.163359,1.446246,0.9381,0.00355,-0.000501,0.00355,-0.000501,0.077579,0.00243,0.07758,0.00243,-44.3943,15.5055,21.855,-28.3206,0.5635
8.4986,-4.2273,11.4197,179.3641,30.49,-6.169606,1.452156,0.9578,0.003549,-0.0005,0.003549,-0.0005,0.077562,0.002425,0.077562,0.002425,-49.6026,15.0067,21.855,-30.4316,0.5697
8.5087,-4.1968,10.8834,179.0959,30.5,-6.174429,1.458421,0.9752,0.003548,-0.0005,0.003548,-0.0005,0.077544,0.00242,0.077545,0.00242,-53.3203,14.4704,21.855,-32.6707,0.5764
8.5187,-4.2118,10.3296,178.7076,30.49,-6.177719,1.464446,0.9835,0.003547,-0.000499,0.003547,-0.000499,0.077527,0.002415,0.077527,0.002415,-55.0689,13.9166,21.855,-34.8976,0.5835
8.5288,-4.2598,9.7631,178.176,30.5,-6.179545,1.469774,0.9862,0.003547,-0.000498,0.003547,-0.000498,0.077509,0.00241,0.07751,0.00241,-56.3311,13.3501,21.855,-37.0799,0.5907
8.5388,-4.3229,9.1896,177.5445,30.5,-6.17962,1.474299,0.9926,0.003546,-0.000498,0.003546,-0.000498,0.077491,0.002405,0.077491,0.002405,-57.0189,12.7766,21.855,-39.181,0.598
8.5489,-4.3865,8.605,176.8714,30.5,-6.177996,1.478274,1.0019,0.003545,-0.000497,0.003545,-0.000497,0.077473,0.0024,0.077474,0.0024,-58.1095,12.192,21.855,-41.232,0.6055
8.559,-4.4386,8.0141,176.2185,30.49,-6.174998,1.482101,1.0032,0.003544,-0.000496,0.003544,-0.000496,0.077455,0.002395,0.077455,0.002395,-58.749,11.6011,21.855,-43.2049,0.613
8.569,-4.4756,7.4197,175.6204,30.49,-6.171222,1.485975,1.0005,0.003543,-0.000496,0.003543,-0.000496,0.077436,0.00239,0.077436,0.00239,-59.1008,11.0067,21.855,-45.0841,0.6205
8.5791,-4.4989,6.8326,175.0893,30.5,-6.167506,1.489704,0.9926,0.003542,-0.000495,0.003542,-0.000495,0.077417,0.002385,0.077418,0.002385,-58.3773,10.4196,21.855,-46.802,0.6279
8.5891,-4.51,6.2617,174.6231,30.49,-6.164689,1.492943,0.9835,0.003541,-0.000494,0.003541,-0.000494,0.077398,0.00238,0.077399,0.00238,-56.7582,9.8487,21.855,-48.3063,0.6348
8.5992,-4.5106,5.7035,174.2027,30.48,-6.163307,1.495314,0.9761,0.003541,-0.000494,0.003541,-0.000494,0.077379,0.002375,0.077381,0.002375,-55.5111,9.2905,21.855,-49.6335,0.6415
8.6092,-4.4984,5.1562,173.7969,30.48,-6.16364,1.496687,0.9697,0.00354,-0.000493,0.00354,-0.000493,0.07736,0.00237,0.077361,0.00237,-54.4156,8.7432,21.855,-50.8031,0.648
8.6193,-4.473,4.5983,173.3724,30.48,-6.165661,1.497162,0.9695,0.003539,-0.000492,0.003539,-0.000492,0.077341,0.002365,0.077341,0.002365,-55.4772,8.1853,21.855,-51.9691,0.6547
8.6294,-4.4399,4.0235,172.8956,30.49,-6.16869,1.496971,0.9708,0.003538,-0.000492,0.003538,-0.000492,0.077322,0.00236,0.077322,0.00236,-57.1557,7.6105,21.855,-53.1733,0.6616
8.6394,-4.4045,3.4323,172.3415,30.48,-6.171931,1.496464,0.974,0.003537,-0.000491,0.003537,-0.000491,0.077302,0.002355,0.077302,0.002355,-58.7803,7.0193,21.855,-54.41,0.6689
8.6495,-4.371,2.8333,171.7031,30.48,-6.174878,1.495843,0.9803,0.003536,-0.00049,0.003536,-0.00049,0.077283,0.00235,0.077283,0.00235,-59.5392,6.4203,21.855,-55.6188,0.6762
8.6595,-4.3432,2.2417,170.9963,30.49,-6.177239,1.495117,0.9853,0.003535,-0.00049,0.003535,-0.00049,0.077263,0.002346,0.077263,0.002346,-58.8189,5.8287,21.855,-56.7014,0.6833
8.6696,-4.3207,1.666,170.2472,30.49,-6.178749,1.494361,0.9917,0.003534,-0.000489,0.003534,-0.000489,0.077242,0.002341,0.077243,0.002341,-57.2379,5.253,21.855,-57.6063,0.6901
8.6796,-4.3018,1.1129,169.4732,30.5,-6.179323,1.493674,0.9922,0.003533,-0.000488,0.003533,-0.000488,0.077222,0.002336,0.077223,0.002336,-54.9958,4.6999,21.855,-58.2984,0.6965
8.6897,-4.2871,0.5762,168.6952,30.49,-6.178667,1.493291,0.988,0.003532,-0.000488,0.003532,-0.000488,0.077202,0.002331,0.077202,0.002331,-53.3654,4.1632,21.855,-58.8303,0.7026
8.6998,-4.2774,0.0489,167.9324,30.49,-6.176625,1.493167,0.9864,0.003532,-0.000487,0.003532,-0.000487,0.077182,0.002326,0.077182,0.002326,-52.4347,3.6359,21.855,-59.258,0.7086
8.7098,-4.4133,-0.473,167.199,30.49,-6.153721,1.494059,0.9929,0.025308,-0.003487,0.025308,-0.003487,0.075475,0.002289,0.075475,0.002289,-51.8916,3.114,2.9822,-59.6131,0.7146
8.7199,-4.6401,-0.9957,166.5108,30.48,-6.117253,1.497586,1.0052,0.032125,-0.004422,0.032125,-0.004422,0.07329,0.002244,0.07329,0.002244,-51.9711,2.5913,2.2814,-59.9418,0.7205
8.7299,-4.6824,-1.4745,165.8864,30.49,-6.104974,1.498411,1.0194,0.009879,-0.001358,0.009879,-0.001358,0.072805,0.00223,0.072805,0.00223,-47.6102,2.1125,7.3697,-59.9458,0.7259
8.74,-4.7287,-1.9202,165.328,30.49,-6.091079,1.498478,1.0155,0.01212,-0.001665,0.01212,-0.001665,0.07216,0.002214,0.07216,0.002214,-44.3165,1.6668,5.9536,-59.7146,0.7308
8.7501,-4.968,-2.3246,164.8166,30.48,-6.049581,1.495514,1.0033,0.042728,-0.005863,0.042729,-0.005863,0.069305,0.002156,0.069307,0.002156,-40.1746,1.2624,1.622,-59.2038,0.7353
8.7601,-5.0099,-2.7112,164.3197,30.49,-6.034576,1.493914,0.9914,0.019375,-0.002656,0.019375,-0.002656,0.068187,0.002131,0.068187,0.002131,-38.4438,0.8758,3.5193,-58.5912,0.7397
